filter_threshold,width_confidence,depth_confidence,matched_points,possible_pairs,left_keypoints,right_keypoints,match_ratio_pct,match_time_ms
0.08,0.95,-1,1245,1446,1474,1446,86.1,1807.6
0.08,0.95,0.5,1251,1446,1474,1446,86.51,331.4
0.08,0.95,0.8,1251,1446,1474,1446,86.51,357.0
0.08,0.95,0.9,1241,1446,1474,1446,85.82,869.4
0.08,0.95,0.95,1241,1446,1474,1446,85.82,662.1
0.08,0.95,0.99,1241,1446,1474,1446,85.82,586.9
0.08,0.99,-1,1250,1446,1474,1446,86.45,1823.2
0.08,0.99,0.5,1251,1446,1474,1446,86.51,344.5
0.08,0.99,0.8,1251,1446,1474,1446,86.51,362.5
0.08,0.99,0.9,1241,1446,1474,1446,85.82,619.7
0.08,0.99,0.95,1241,1446,1474,1446,85.82,629.6
0.08,0.99,0.99,1241,1446,1474,1446,85.82,608.6
0.1,-1,-1,1252,1446,1474,1446,86.58,2245.7
0.1,-1,0.5,1248,1446,1474,1446,86.31,360.5
0.1,-1,0.8,1248,1446,1474,1446,86.31,351.8
0.1,-1,0.9,1241,1446,1474,1446,85.82,650.9
0.1,-1,0.95,1241,1446,1474,1446,85.82,650.3
0.1,-1,0.99,1241,1446,1474,1446,85.82,678.3
0.1,0.5,-1,1219,1446,1474,1446,84.3,1725.4
0.1,0.5,0.5,1248,1446,1474,1446,86.31,336.7
0.1,0.5,0.8,1248,1446,1474,1446,86.31,356.3
0.1,0.5,0.9,1239,1446,1474,1446,85.68,584.1
0.1,0.5,0.95,1239,1446,1474,1446,85.68,584.9
0.1,0.5,0.99,1239,1446,1474,1446,85.68,567.5
0.1,0.8,-1,1237,1446,1474,1446,85.55,1779.3
0.1,0.8,0.5,1248,1446,1474,1446,86.31,343.1
0.1,0.8,0.8,1248,1446,1474,1446,86.31,355.7
0.1,0.8,0.9,1240,1446,1474,1446,85.75,618.4
0.1,0.8,0.95,1240,1446,1474,1446,85.75,566.7
0.1,0.8,0.99,1240,1446,1474,1446,85.75,552.9
0.1,0.9,-1,1243,1446,1474,1446,85.96,1809.8
0.1,0.9,0.5,1248,1446,1474,1446,86.31,343.0
0.1,0.9,0.8,1248,1446,1474,1446,86.31,360.5
0.1,0.9,0.9,1241,1446,1474,1446,85.82,593.2
0.1,0.9,0.95,1241,1446,1474,1446,85.82,578.2
0.1,0.9,0.99,1241,1446,1474,1446,85.82,588.8
0.1,0.95,-1,1245,1446,1474,1446,86.1,2073.2
0.1,0.95,0.5,1248,1446,1474,1446,86.31,384.6
0.1,0.95,0.8,1248,1446,1474,1446,86.31,382.3
0.1,0.95,0.9,1241,1446,1474,1446,85.82,633.3
0.1,0.95,0.95,1241,1446,1474,1446,85.82,595.2
0.1,0.95,0.99,1241,1446,1474,1446,85.82,569.9
0.1,0.99,-1,1249,1446,1474,1446,86.38,1836.9
0.1,0.99,0.5,1248,1446,1474,1446,86.31,331.0
0.1,0.99,0.8,1248,1446,1474,1446,86.31,344.0
0.1,0.99,0.9,1241,1446,1474,1446,85.82,617.4
0.1,0.99,0.95,1241,1446,1474,1446,85.82,598.9
0.1,0.99,0.99,1241,1446,1474,1446,85.82,621.0
0.15,-1,-1,1251,1446,1474,1446,86.51,2181.3
0.15,-1,0.5,1247,1446,1474,1446,86.24,323.0
0.15,-1,0.8,1247,1446,1474,1446,86.24,325.9
0.15,-1,0.9,1241,1446,1474,1446,85.82,666.0
0.15,-1,0.95,1241,1446,1474,1446,85.82,658.9
0.15,-1,0.99,1241,1446,1474,1446,85.82,672.1
0.15,0.5,-1,1219,1446,1474,1446,84.3,2003.7
0.15,0.5,0.5,1247,1446,1474,1446,86.24,344.0
0.15,0.5,0.8,1247,1446,1474,1446,86.24,376.0
0.15,0.5,0.9,1237,1446,1474,1446,85.55,601.0
0.15,0.5,0.95,1237,1446,1474,1446,85.55,560.6
0.15,0.5,0.99,1237,1446,1474,1446,85.55,563.0
0.15,0.8,-1,1237,1446,1474,1446,85.55,1754.9
0.15,0.8,0.5,1247,1446,1474,1446,86.24,334.2
0.15,0.8,0.8,1247,1446,1474,1446,86.24,356.1
0.15,0.8,0.9,1238,1446,1474,1446,85.62,568.0
0.15,0.8,0.95,1238,1446,1474,1446,85.62,559.9
0.15,0.8,0.99,1238,1446,1474,1446,85.62,568.8
0.15,0.9,-1,1243,1446,1474,1446,85.96,1843.4
0.15,0.9,0.5,1247,1446,1474,1446,86.24,350.3
0.15,0.9,0.8,1247,1446,1474,1446,86.24,368.2
0.15,0.9,0.9,1239,1446,1474,1446,85.68,605.8
0.15,0.9,0.95,1239,1446,1474,1446,85.68,562.5
0.15,0.9,0.99,1239,1446,1474,1446,85.68,563.2
0.15,0.95,-1,1245,1446,1474,1446,86.1,1784.2
0.15,0.95,0.5,1247,1446,1474,1446,86.24,339.7
0.15,0.95,0.8,1247,1446,1474,1446,86.24,357.9
0.15,0.95,0.9,1239,1446,1474,1446,85.68,612.4
0.15,0.95,0.95,1239,1446,1474,1446,85.68,573.8
0.15,0.95,0.99,1239,1446,1474,1446,85.68,574.9
0.15,0.99,-1,1248,1446,1474,1446,86.31,1850.0
0.15,0.99,0.5,1247,1446,1474,1446,86.24,339.1
0.15,0.99,0.8,1247,1446,1474,1446,86.24,358.8
0.15,0.99,0.9,1240,1446,1474,1446,85.75,647.6
0.15,0.99,0.95,1240,1446,1474,1446,85.75,606.8
0.15,0.99,0.99,1240,1446,1474,1446,85.75,590.3
0.2,-1,-1,1251,1446,1474,1446,86.51,2505.7
0.2,-1,0.5,1243,1446,1474,1446,85.96,374.7
0.2,-1,0.8,1243,1446,1474,1446,85.96,370.9
0.2,-1,0.9,1239,1446,1474,1446,85.68,669.2
0.2,-1,0.95,1239,1446,1474,1446,85.68,630.9
0.2,-1,0.99,1239,1446,1474,1446,85.68,688.1
0.2,0.5,-1,1219,1446,1474,1446,84.3,2379.0
0.2,0.5,0.5,1243,1446,1474,1446,85.96,357.8
0.2,0.5,0.8,1243,1446,1474,1446,85.96,375.0
0.2,0.5,0.9,1237,1446,1474,1446,85.55,600.6
0.2,0.5,0.95,1237,1446,1474,1446,85.55,579.2
0.2,0.5,0.99,1237,1446,1474,1446,85.55,575.1
0.2,0.8,-1,1236,1446,1474,1446,85.48,1804.7
0.2,0.8,0.5,1243,1446,1474,1446,85.96,334.4
0.2,0.8,0.8,1243,1446,1474,1446,85.96,350.4
0.2,0.8,0.9,1238,1446,1474,1446,85.62,602.5
0.2,0.8,0.95,1238,1446,1474,1446,85.62,564.3
0.2,0.8,0.99,1238,1446,1474,1446,85.62,589.3
0.2,0.9,-1,1242,1446,1474,1446,85.89,1850.8
0.2,0.9,0.5,1243,1446,1474,1446,85.96,327.4
0.2,0.9,0.8,1243,1446,1474,1446,85.96,353.9
0.2,0.9,0.9,1239,1446,1474,1446,85.68,615.9
0.2,0.9,0.95,1239,1446,1474,1446,85.68,578.4
0.2,0.9,0.99,1239,1446,1474,1446,85.68,573.3
0.2,0.95,-1,1244,1446,1474,1446,86.03,1976.5
0.2,0.95,0.5,1243,1446,1474,1446,85.96,426.5
0.2,0.95,0.8,1243,1446,1474,1446,85.96,505.6
0.2,0.95,0.9,1239,1446,1474,1446,85.68,669.6
0.2,0.95,0.95,1239,1446,1474,1446,85.68,683.5
0.2,0.95,0.99,1239,1446,1474,1446,85.68,635.2
0.2,0.99,-1,1246,1446,1474,1446,86.17,1993.5
0.2,0.99,0.5,1243,1446,1474,1446,85.96,355.5
0.2,0.99,0.8,1243,1446,1474,1446,85.96,368.2
0.2,0.99,0.9,1238,1446,1474,1446,85.62,656.6
0.2,0.99,0.95,1238,1446,1474,1446,85.62,617.8
0.2,0.99,0.99,1238,1446,1474,1446,85.62,630.6
0.3,-1,-1,1249,1446,1474,1446,86.38,2450.7
0.3,-1,0.5,1240,1446,1474,1446,85.75,389.2
0.3,-1,0.8,1240,1446,1474,1446,85.75,377.1
0.3,-1,0.9,1234,1446,1474,1446,85.34,659.5
0.3,-1,0.95,1234,1446,1474,1446,85.34,652.9
0.3,-1,0.99,1234,1446,1474,1446,85.34,624.9
0.3,0.5,-1,1218,1446,1474,1446,84.23,2085.7
0.3,0.5,0.5,1240,1446,1474,1446,85.75,344.2
0.3,0.5,0.8,1240,1446,1474,1446,85.75,358.4
0.3,0.5,0.9,1231,1446,1474,1446,85.13,592.1
0.3,0.5,0.95,1231,1446,1474,1446,85.13,561.4
0.3,0.5,0.99,1231,1446,1474,1446,85.13,569.8
0.3,0.8,-1,1235,1446,1474,1446,85.41,1768.9
0.3,0.8,0.5,1240,1446,1474,1446,85.75,327.6
0.3,0.8,0.8,1240,1446,1474,1446,85.75,365.4
0.3,0.8,0.9,1232,1446,1474,1446,85.2,724.5
0.3,0.8,0.95,1232,1446,1474,1446,85.2,683.6
0.3,0.8,0.99,1232,1446,1474,1446,85.2,589.4
0.3,0.9,-1,1241,1446,1474,1446,85.82,1799.4
0.3,0.9,0.5,1240,1446,1474,1446,85.75,343.9
0.3,0.9,0.8,1240,1446,1474,1446,85.75,366.5
0.3,0.9,0.9,1231,1446,1474,1446,85.13,595.9
0.3,0.9,0.95,1231,1446,1474,1446,85.13,582.7
0.3,0.9,0.99,1231,1446,1474,1446,85.13,579.4
0.3,0.95,-1,1242,1446,1474,1446,85.89,1830.5
0.3,0.95,0.5,1240,1446,1474,1446,85.75,354.7
0.3,0.95,0.8,1240,1446,1474,1446,85.75,399.0
0.3,0.95,0.9,1233,1446,1474,1446,85.27,616.9
0.3,0.95,0.95,1233,1446,1474,1446,85.27,595.3
0.3,0.95,0.99,1233,1446,1474,1446,85.27,581.3
0.3,0.99,-1,1243,1446,1474,1446,85.96,1867.5
0.3,0.99,0.5,1240,1446,1474,1446,85.75,320.6
0.3,0.99,0.8,1240,1446,1474,1446,85.75,334.2
0.3,0.99,0.9,1235,1446,1474,1446,85.41,612.0
0.3,0.99,0.95,1235,1446,1474,1446,85.41,627.7
0.3,0.99,0.99,1235,1446,1474,1446,85.41,619.7
0.4,-1,-1,1246,1446,1474,1446,86.17,2205.7
0.4,-1,0.5,1236,1446,1474,1446,85.48,344.9
0.4,-1,0.8,1236,1446,1474,1446,85.48,379.0
0.4,-1,0.9,1230,1446,1474,1446,85.06,749.4
0.4,-1,0.95,1230,1446,1474,1446,85.06,661.4
0.4,-1,0.99,1230,1446,1474,1446,85.06,609.5
0.4,0.5,-1,1218,1446,1474,1446,84.23,1717.3
0.4,0.5,0.5,1236,1446,1474,1446,85.48,340.0
0.4,0.5,0.8,1236,1446,1474,1446,85.48,351.5
0.4,0.5,0.9,1230,1446,1474,1446,85.06,575.4
0.4,0.5,0.95,1230,1446,1474,1446,85.06,561.5
0.4,0.5,0.99,1230,1446,1474,1446,85.06,560.4
0.4,0.8,-1,1235,1446,1474,1446,85.41,1752.9
0.4,0.8,0.5,1236,1446,1474,1446,85.48,337.3
0.4,0.8,0.8,1236,1446,1474,1446,85.48,345.1
0.4,0.8,0.9,1229,1446,1474,1446,84.99,594.6
0.4,0.8,0.95,1229,1446,1474,1446,84.99,558.4
0.4,0.8,0.99,1229,1446,1474,1446,84.99,558.4
0.4,0.9,-1,1241,1446,1474,1446,85.82,1804.8
0.4,0.9,0.5,1236,1446,1474,1446,85.48,346.2
0.4,0.9,0.8,1236,1446,1474,1446,85.48,352.7
0.4,0.9,0.9,1229,1446,1474,1446,84.99,605.4
0.4,0.9,0.95,1229,1446,1474,1446,84.99,577.5
0.4,0.9,0.99,1229,1446,1474,1446,84.99,598.1
0.4,0.95,-1,1242,1446,1474,1446,85.89,1824.6
0.4,0.95,0.5,1236,1446,1474,1446,85.48,323.3
0.4,0.95,0.8,1236,1446,1474,1446,85.48,333.1
0.4,0.95,0.9,1230,1446,1474,1446,85.06,608.4
0.4,0.95,0.95,1230,1446,1474,1446,85.06,564.9
0.4,0.95,0.99,1230,1446,1474,1446,85.06,594.0
0.4,0.99,-1,1243,1446,1474,1446,85.96,1863.0
0.4,0.99,0.5,1236,1446,1474,1446,85.48,333.1
0.4,0.99,0.8,1236,1446,1474,1446,85.48,355.4
0.4,0.99,0.9,1230,1446,1474,1446,85.06,620.2
0.4,0.99,0.95,1230,1446,1474,1446,85.06,614.8
0.4,0.99,0.99,1230,1446,1474,1446,85.06,620.8
