filter_threshold,width_confidence,depth_confidence,matched_points,possible_pairs,left_keypoints,right_keypoints,match_ratio_pct,match_time_ms
0.02,0.5,0.5,250,323,329,323,77.4,25.5
0.02,0.5,0.8,248,323,329,323,76.78,36.1
0.02,0.5,0.9,248,323,329,323,76.78,38.0
0.02,0.5,0.95,248,323,329,323,76.78,36.9
0.02,0.5,0.99,249,323,329,323,77.09,50.8
0.02,0.8,-1,244,323,329,323,75.54,112.4
0.02,0.8,0.5,254,323,329,323,78.64,25.7
0.02,0.8,0.8,252,323,329,323,78.02,39.1
0.02,0.8,0.9,252,323,329,323,78.02,40.0
0.02,0.8,0.95,252,323,329,323,78.02,39.3
0.02,0.8,0.99,253,323,329,323,78.33,50.8
0.02,0.9,-1,246,323,329,323,76.16,114.8
0.02,0.9,0.5,254,323,329,323,78.64,26.3
0.02,0.9,0.8,251,323,329,323,77.71,41.4
0.02,0.9,0.9,251,323,329,323,77.71,42.6
0.02,0.9,0.95,251,323,329,323,77.71,40.8
0.02,0.9,0.99,252,323,329,323,78.02,54.9
0.02,0.95,-1,246,323,329,323,76.16,118.6
0.02,0.95,0.5,254,323,329,323,78.64,28.8
0.02,0.95,0.8,252,323,329,323,78.02,41.2
0.02,0.95,0.9,252,323,329,323,78.02,42.7
0.02,0.95,0.95,252,323,329,323,78.02,41.1
0.02,0.95,0.99,252,323,329,323,78.02,53.6
0.02,0.99,-1,247,323,329,323,76.47,117.7
0.02,0.99,0.5,254,323,329,323,78.64,27.1
0.02,0.99,0.8,251,323,329,323,77.71,41.0
0.02,0.99,0.9,251,323,329,323,77.71,41.8
0.02,0.99,0.95,251,323,329,323,77.71,43.5
0.02,0.99,0.99,252,323,329,323,78.02,55.3
0.05,-1,-1,247,323,329,323,76.47,136.8
0.05,-1,0.5,254,323,329,323,78.64,26.8
0.05,-1,0.8,251,323,329,323,77.71,41.2
0.05,-1,0.9,251,323,329,323,77.71,44.5
0.05,-1,0.95,251,323,329,323,77.71,44.1
0.05,-1,0.99,252,323,329,323,78.02,57.4
0.05,0.5,-1,240,323,329,323,74.3,111.4
0.05,0.5,0.5,250,323,329,323,77.4,25.3
0.05,0.5,0.8,247,323,329,323,76.47,40.4
0.05,0.5,0.9,247,323,329,323,76.47,38.7
0.05,0.5,0.95,247,323,329,323,76.47,39.8
0.05,0.5,0.99,249,323,329,323,77.09,51.9
0.05,0.8,-1,244,323,329,323,75.54,115.9
0.05,0.8,0.5,254,323,329,323,78.64,25.8
0.05,0.8,0.8,252,323,329,323,78.02,40.3
0.05,0.8,0.9,252,323,329,323,78.02,39.3
0.05,0.8,0.95,252,323,329,323,78.02,40.8
0.05,0.8,0.99,253,323,329,323,78.33,55.3
0.05,0.9,-1,245,323,329,323,75.85,149.5
0.05,0.9,0.5,254,323,329,323,78.64,26.2
0.05,0.9,0.8,251,323,329,323,77.71,41.1
0.05,0.9,0.9,251,323,329,323,77.71,40.5
0.05,0.9,0.95,251,323,329,323,77.71,65.6
0.05,0.9,0.99,252,323,329,323,78.02,59.8
0.05,0.95,-1,244,323,329,323,75.54,130.8
0.05,0.95,0.5,254,323,329,323,78.64,27.4
0.05,0.95,0.8,252,323,329,323,78.02,43.6
0.05,0.95,0.9,252,323,329,323,78.02,42.0
0.05,0.95,0.95,252,323,329,323,78.02,41.6
0.05,0.95,0.99,252,323,329,323,78.02,94.6
0.05,0.99,-1,246,323,329,323,76.16,134.5
0.05,0.99,0.5,254,323,329,323,78.64,49.8
0.05,0.99,0.8,251,323,329,323,77.71,56.9
0.05,0.99,0.9,251,323,329,323,77.71,42.1
0.05,0.99,0.95,251,323,329,323,77.71,43.9
0.05,0.99,0.99,252,323,329,323,78.02,70.2
0.08,-1,-1,245,323,329,323,75.85,144.0
0.08,-1,0.5,253,323,329,323,78.33,27.3
0.08,-1,0.8,251,323,329,323,77.71,42.7
0.08,-1,0.9,251,323,329,323,77.71,41.8
0.08,-1,0.95,251,323,329,323,77.71,50.7
0.08,-1,0.99,252,323,329,323,78.02,59.5
0.08,0.5,-1,240,323,329,323,74.3,120.9
0.08,0.5,0.5,249,323,329,323,77.09,25.3
0.08,0.5,0.8,247,323,329,323,76.47,39.4
0.08,0.5,0.9,247,323,329,323,76.47,40.4
0.08,0.5,0.95,247,323,329,323,76.47,39.6
0.08,0.5,0.99,248,323,329,323,76.78,50.6
0.08,0.8,-1,243,323,329,323,75.23,111.7
0.08,0.8,0.5,253,323,329,323,78.33,25.3
0.08,0.8,0.8,252,323,329,323,78.02,40.2
0.08,0.8,0.9,252,323,329,323,78.02,40.9
0.08,0.8,0.95,252,323,329,323,78.02,41.7
0.08,0.8,0.99,253,323,329,323,78.33,53.4
0.08,0.9,-1,243,323,329,323,75.23,117.0
0.08,0.9,0.5,253,323,329,323,78.33,27.9
0.08,0.9,0.8,251,323,329,323,77.71,42.3
0.08,0.9,0.9,251,323,329,323,77.71,41.8
0.08,0.9,0.95,251,323,329,323,77.71,43.2
0.08,0.9,0.99,252,323,329,323,78.02,55.4
0.08,0.95,-1,243,323,329,323,75.23,119.5
0.08,0.95,0.5,253,323,329,323,78.33,27.0
0.08,0.95,0.8,252,323,329,323,78.02,43.7
0.08,0.95,0.9,252,323,329,323,78.02,42.8
0.08,0.95,0.95,252,323,329,323,78.02,41.1
0.08,0.95,0.99,252,323,329,323,78.02,55.1
0.08,0.99,-1,244,323,329,323,75.54,124.4
0.08,0.99,0.5,253,323,329,323,78.33,27.5
0.08,0.99,0.8,251,323,329,323,77.71,42.2
0.08,0.99,0.9,251,323,329,323,77.71,42.7
0.08,0.99,0.95,251,323,329,323,77.71,42.4
0.08,0.99,0.99,252,323,329,323,78.02,57.6
0.1,-1,-1,245,323,329,323,75.85,139.3
0.1,-1,0.5,251,323,329,323,77.71,27.1
0.1,-1,0.8,250,323,329,323,77.4,43.4
0.1,-1,0.9,250,323,329,323,77.4,45.5
0.1,-1,0.95,250,323,329,323,77.4,44.4
0.1,-1,0.99,251,323,329,323,77.71,58.6
0.1,0.5,-1,240,323,329,323,74.3,115.6
0.1,0.5,0.5,247,323,329,323,76.47,26.3
0.1,0.5,0.8,247,323,329,323,76.47,39.2
0.1,0.5,0.9,247,323,329,323,76.47,39.7
0.1,0.5,0.95,247,323,329,323,76.47,39.8
0.1,0.5,0.99,248,323,329,323,76.78,53.0
0.1,0.8,-1,243,323,329,323,75.23,118.2
0.1,0.8,0.5,251,323,329,323,77.71,26.1
0.1,0.8,0.8,251,323,329,323,77.71,41.3
0.1,0.8,0.9,251,323,329,323,77.71,42.4
0.1,0.8,0.95,251,323,329,323,77.71,40.4
0.1,0.8,0.99,251,323,329,323,77.71,54.1
0.1,0.9,-1,243,323,329,323,75.23,120.8
0.1,0.9,0.5,251,323,329,323,77.71,26.7
0.1,0.9,0.8,250,323,329,323,77.4,42.0
0.1,0.9,0.9,250,323,329,323,77.4,41.4
0.1,0.9,0.95,250,323,329,323,77.4,41.7
0.1,0.9,0.99,250,323,329,323,77.4,56.9
0.1,0.95,-1,243,323,329,323,75.23,118.7
0.1,0.95,0.5,251,323,329,323,77.71,26.9
0.1,0.95,0.8,251,323,329,323,77.71,43.1
0.1,0.95,0.9,251,323,329,323,77.71,42.3
0.1,0.95,0.95,251,323,329,323,77.71,41.8
0.1,0.95,0.99,251,323,329,323,77.71,56.6
0.1,0.99,-1,244,323,329,323,75.54,124.3
0.1,0.99,0.5,251,323,329,323,77.71,28.1
0.1,0.99,0.8,250,323,329,323,77.4,43.7
0.1,0.99,0.9,250,323,329,323,77.4,42.2
0.1,0.99,0.95,250,323,329,323,77.4,44.5
0.1,0.99,0.99,250,323,329,323,77.4,57.0
0.15,-1,-1,245,323,329,323,75.85,139.9
0.15,-1,0.5,249,323,329,323,77.09,26.5
0.15,-1,0.8,250,323,329,323,77.4,43.6
0.15,-1,0.9,250,323,329,323,77.4,44.0
0.15,-1,0.95,250,323,329,323,77.4,43.6
0.15,-1,0.99,249,323,329,323,77.09,59.5
0.15,0.5,-1,239,323,329,323,73.99,117.7
0.15,0.5,0.5,246,323,329,323,76.16,25.6
0.15,0.5,0.8,247,323,329,323,76.47,38.9
0.15,0.5,0.9,247,323,329,323,76.47,39.2
0.15,0.5,0.95,247,323,329,323,76.47,44.0
0.15,0.5,0.99,248,323,329,323,76.78,50.9
0.15,0.8,-1,242,323,329,323,74.92,121.0
0.15,0.8,0.5,249,323,329,323,77.09,26.4
0.15,0.8,0.8,251,323,329,323,77.71,42.1
0.15,0.8,0.9,251,323,329,323,77.71,40.9
0.15,0.8,0.95,251,323,329,323,77.71,40.6
0.15,0.8,0.99,250,323,329,323,77.4,53.6
0.15,0.9,-1,242,323,329,323,74.92,118.8
0.15,0.9,0.5,249,323,329,323,77.09,26.2
0.15,0.9,0.8,250,323,329,323,77.4,39.7
0.15,0.9,0.9,250,323,329,323,77.4,40.7
0.15,0.9,0.95,250,323,329,323,77.4,39.7
0.15,0.9,0.99,249,323,329,323,77.09,53.0
0.15,0.95,-1,242,323,329,323,74.92,115.4
0.15,0.95,0.5,249,323,329,323,77.09,26.6
0.15,0.95,0.8,251,323,329,323,77.71,40.4
0.15,0.95,0.9,251,323,329,323,77.71,41.8
0.15,0.95,0.95,251,323,329,323,77.71,41.0
0.15,0.95,0.99,249,323,329,323,77.09,58.8
0.15,0.99,-1,242,323,329,323,74.92,127.5
0.15,0.99,0.5,249,323,329,323,77.09,26.6
0.15,0.99,0.8,250,323,329,323,77.4,44.7
0.15,0.99,0.9,250,323,329,323,77.4,46.5
0.15,0.99,0.95,250,323,329,323,77.4,44.6
0.15,0.99,0.99,250,323,329,323,77.4,60.0
0.2,-1,-1,245,323,329,323,75.85,143.6
0.2,-1,0.5,249,323,329,323,77.09,26.8
0.2,-1,0.8,250,323,329,323,77.4,44.8
0.2,-1,0.9,250,323,329,323,77.4,44.4
0.2,-1,0.95,250,323,329,323,77.4,45.1
0.2,-1,0.99,249,323,329,323,77.09,63.8
0.2,0.5,-1,238,323,329,323,73.68,119.8
0.2,0.5,0.5,246,323,329,323,76.16,24.9
0.2,0.5,0.8,247,323,329,323,76.47,39.4
0.2,0.5,0.9,247,323,329,323,76.47,41.1
0.2,0.5,0.95,247,323,329,323,76.47,41.1
0.2,0.5,0.99,248,323,329,323,76.78,51.4
0.2,0.8,-1,242,323,329,323,74.92,120.9
0.2,0.8,0.5,249,323,329,323,77.09,26.9
0.2,0.8,0.8,251,323,329,323,77.71,42.1
0.2,0.8,0.9,251,323,329,323,77.71,52.7
0.2,0.8,0.95,251,323,329,323,77.71,63.0
0.2,0.8,0.99,250,323,329,323,77.4,52.1
0.2,0.9,-1,241,323,329,323,74.61,139.0
0.2,0.9,0.5,249,323,329,323,77.09,28.1
0.2,0.9,0.8,249,323,329,323,77.09,39.4
0.2,0.9,0.9,249,323,329,323,77.09,39.6
0.2,0.9,0.95,249,323,329,323,77.09,40.6
0.2,0.9,0.99,249,323,329,323,77.09,56.5
0.2,0.95,-1,241,323,329,323,74.61,114.7
0.2,0.95,0.5,249,323,329,323,77.09,26.6
0.2,0.95,0.8,250,323,329,323,77.4,43.5
0.2,0.95,0.9,250,323,329,323,77.4,43.7
0.2,0.95,0.95,250,323,329,323,77.4,42.8
0.2,0.95,0.99,249,323,329,323,77.09,57.6
0.2,0.99,-1,241,323,329,323,74.61,124.8
0.2,0.99,0.5,249,323,329,323,77.09,29.3
0.2,0.99,0.8,249,323,329,323,77.09,43.4
0.2,0.99,0.9,249,323,329,323,77.09,44.9
0.2,0.99,0.95,249,323,329,323,77.09,45.9
0.2,0.99,0.99,249,323,329,323,77.09,61.5
0.3,-1,-1,245,323,329,323,75.85,150.0
0.3,-1,0.5,247,323,329,323,76.47,30.7
0.3,-1,0.8,249,323,329,323,77.09,46.3
0.3,-1,0.9,249,323,329,323,77.09,47.2
0.3,-1,0.95,249,323,329,323,77.09,46.1
0.3,-1,0.99,249,323,329,323,77.09,63.0
0.3,0.5,-1,237,323,329,323,73.37,136.3
0.3,0.5,0.5,245,323,329,323,75.85,28.7
0.3,0.5,0.8,245,323,329,323,75.85,44.1
0.3,0.5,0.9,245,323,329,323,75.85,42.1
0.3,0.5,0.95,245,323,329,323,75.85,41.6
0.3,0.5,0.99,248,323,329,323,76.78,54.9
0.3,0.8,-1,239,323,329,323,73.99,124.9
0.3,0.8,0.5,247,323,329,323,76.47,28.6
0.3,0.8,0.8,250,323,329,323,77.4,45.0
0.3,0.8,0.9,250,323,329,323,77.4,43.7
0.3,0.8,0.95,250,323,329,323,77.4,43.8
0.3,0.8,0.99,250,323,329,323,77.4,58.0
0.3,0.9,-1,239,323,329,323,73.99,125.6
0.3,0.9,0.5,247,323,329,323,76.47,29.3
0.3,0.9,0.8,249,323,329,323,77.09,44.9
0.3,0.9,0.9,249,323,329,323,77.09,45.9
0.3,0.9,0.95,249,323,329,323,77.09,45.9
0.3,0.9,0.99,249,323,329,323,77.09,62.3
0.3,0.95,-1,240,323,329,323,74.3,138.4
0.3,0.95,0.5,247,323,329,323,76.47,34.0
0.3,0.95,0.8,250,323,329,323,77.4,50.2
0.3,0.95,0.9,250,323,329,323,77.4,51.4
0.3,0.95,0.95,250,323,329,323,77.4,53.0
0.3,0.95,0.99,249,323,329,323,77.09,66.3
0.3,0.99,-1,240,323,329,323,74.3,139.7
0.3,0.99,0.5,247,323,329,323,76.47,30.8
0.3,0.99,0.8,249,323,329,323,77.09,46.0
0.3,0.99,0.9,249,323,329,323,77.09,51.4
0.3,0.99,0.95,249,323,329,323,77.09,50.0
0.3,0.99,0.99,249,323,329,323,77.09,63.4
0.4,-1,-1,241,323,329,323,74.61,156.8
0.4,-1,0.5,241,323,329,323,74.61,32.3
0.4,-1,0.8,245,323,329,323,75.85,48.6
0.4,-1,0.9,245,323,329,323,75.85,47.1
0.4,-1,0.95,245,323,329,323,75.85,48.4
0.4,-1,0.99,249,323,329,323,77.09,71.3
0.4,0.5,-1,237,323,329,323,73.37,199.0
0.4,0.5,0.5,239,323,329,323,73.99,39.6
0.4,0.5,0.8,243,323,329,323,75.23,85.2
0.4,0.5,0.9,243,323,329,323,75.23,65.9
0.4,0.5,0.95,243,323,329,323,75.23,85.9
0.4,0.5,0.99,245,323,329,323,75.85,120.8
0.4,0.8,-1,238,323,329,323,73.68,149.4
0.4,0.8,0.5,241,323,329,323,74.61,31.4
0.4,0.8,0.8,245,323,329,323,75.85,46.0
0.4,0.8,0.9,245,323,329,323,75.85,44.5
0.4,0.8,0.95,245,323,329,323,75.85,46.4
0.4,0.8,0.99,248,323,329,323,76.78,60.8
0.4,0.9,-1,237,323,329,323,73.37,130.6
0.4,0.9,0.5,241,323,329,323,74.61,41.0
0.4,0.9,0.8,246,323,329,323,76.16,44.3
0.4,0.9,0.9,246,323,329,323,76.16,48.0
0.4,0.9,0.95,246,323,329,323,76.16,50.7
0.4,0.9,0.99,248,323,329,323,76.78,69.0
0.4,0.95,-1,237,323,329,323,73.37,168.5
0.4,0.95,0.5,241,323,329,323,74.61,30.5
0.4,0.95,0.8,245,323,329,323,75.85,48.8
0.4,0.95,0.9,245,323,329,323,75.85,48.8
0.4,0.95,0.95,245,323,329,323,75.85,46.5
0.4,0.95,0.99,248,323,329,323,76.78,61.7
0.4,0.99,-1,238,323,329,323,73.68,138.6
0.4,0.99,0.5,241,323,329,323,74.61,32.0
0.4,0.99,0.8,245,323,329,323,75.85,47.5
0.4,0.99,0.9,245,323,329,323,75.85,48.1
0.4,0.99,0.95,245,323,329,323,75.85,45.3
0.4,0.99,0.99,248,323,329,323,76.78,64.6
