filter_threshold,width_confidence,depth_confidence,matched_points,possible_pairs,left_keypoints,right_keypoints,match_ratio_pct,match_time_ms
0.02,-1,0.99,319,364,371,364,87.64,49.8
0.02,0.5,-1,300,364,371,364,82.42,99.0
0.02,0.5,0.5,308,364,371,364,84.62,33.4
0.02,0.5,0.8,308,364,371,364,84.62,35.1
0.02,0.5,0.9,308,364,371,364,84.62,43.3
0.02,0.5,0.95,306,364,371,364,84.07,54.4
0.02,0.5,0.99,306,364,371,364,84.07,57.2
0.02,0.8,-1,318,364,371,364,87.36,153.7
0.02,0.8,0.5,320,364,371,364,87.91,42.5
0.02,0.8,0.8,320,364,371,364,87.91,38.5
0.02,0.8,0.9,320,364,371,364,87.91,36.1
0.02,0.8,0.95,319,364,371,364,87.64,48.6
0.02,0.8,0.99,319,364,371,364,87.64,75.8
0.02,0.9,-1,319,364,371,364,87.64,109.6
0.02,0.9,0.5,321,364,371,364,88.19,37.8
0.02,0.9,0.8,321,364,371,364,88.19,37.6
0.02,0.9,0.9,321,364,371,364,88.19,37.9
0.02,0.9,0.95,320,364,371,364,87.91,48.3
0.02,0.9,0.99,320,364,371,364,87.91,47.0
0.02,0.95,-1,319,364,371,364,87.64,111.9
0.02,0.95,0.5,321,364,371,364,88.19,39.3
0.02,0.95,0.8,321,364,371,364,88.19,38.2
0.02,0.95,0.9,321,364,371,364,88.19,36.9
0.02,0.95,0.95,319,364,371,364,87.64,50.8
0.02,0.95,0.99,319,364,371,364,87.64,65.3
0.02,0.99,-1,319,364,371,364,87.64,131.1
0.02,0.99,0.5,321,364,371,364,88.19,39.6
0.02,0.99,0.8,321,364,371,364,88.19,46.4
0.02,0.99,0.9,321,364,371,364,88.19,45.1
0.02,0.99,0.95,319,364,371,364,87.64,52.8
0.02,0.99,0.99,319,364,371,364,87.64,79.1
0.05,-1,-1,320,364,371,364,87.91,183.0
0.05,-1,0.5,321,364,371,364,88.19,50.5
0.05,-1,0.8,321,364,371,364,88.19,39.1
0.05,-1,0.9,321,364,371,364,88.19,37.5
0.05,-1,0.95,318,364,371,364,87.36,50.2
0.05,-1,0.99,318,364,371,364,87.36,53.7
0.05,0.5,-1,300,364,371,364,82.42,104.6
0.05,0.5,0.5,308,364,371,364,84.62,34.7
0.05,0.5,0.8,308,364,371,364,84.62,35.4
0.05,0.5,0.9,308,364,371,364,84.62,34.0
0.05,0.5,0.95,304,364,371,364,83.52,43.8
0.05,0.5,0.99,304,364,371,364,83.52,46.9
0.05,0.8,-1,317,364,371,364,87.09,109.2
0.05,0.8,0.5,320,364,371,364,87.91,43.6
0.05,0.8,0.8,320,364,371,364,87.91,49.1
0.05,0.8,0.9,320,364,371,364,87.91,61.4
0.05,0.8,0.95,318,364,371,364,87.36,75.3
0.05,0.8,0.99,318,364,371,364,87.36,78.7
0.05,0.9,-1,318,364,371,364,87.36,128.3
0.05,0.9,0.5,321,364,371,364,88.19,39.4
0.05,0.9,0.8,321,364,371,364,88.19,40.5
0.05,0.9,0.9,321,364,371,364,88.19,38.4
0.05,0.9,0.95,318,364,371,364,87.36,49.6
0.05,0.9,0.99,318,364,371,364,87.36,52.2
0.05,0.95,-1,318,364,371,364,87.36,119.4
0.05,0.95,0.5,321,364,371,364,88.19,45.9
0.05,0.95,0.8,321,364,371,364,88.19,38.9
0.05,0.95,0.9,321,364,371,364,88.19,41.7
0.05,0.95,0.95,318,364,371,364,87.36,49.2
0.05,0.95,0.99,318,364,371,364,87.36,50.3
0.05,0.99,-1,319,364,371,364,87.64,113.5
0.05,0.99,0.5,321,364,371,364,88.19,39.9
0.05,0.99,0.8,321,364,371,364,88.19,39.2
0.05,0.99,0.9,321,364,371,364,88.19,64.1
0.05,0.99,0.95,318,364,371,364,87.36,57.9
0.05,0.99,0.99,318,364,371,364,87.36,52.0
0.08,-1,-1,320,364,371,364,87.91,136.9
0.08,-1,0.5,320,364,371,364,87.91,39.6
0.08,-1,0.8,320,364,371,364,87.91,38.2
0.08,-1,0.9,320,364,371,364,87.91,45.0
0.08,-1,0.95,318,364,371,364,87.36,70.3
0.08,-1,0.99,318,364,371,364,87.36,63.7
0.08,0.5,-1,300,364,371,364,82.42,133.3
0.08,0.5,0.5,307,364,371,364,84.34,47.5
0.08,0.5,0.8,307,364,371,364,84.34,69.9
0.08,0.5,0.9,307,364,371,364,84.34,70.1
0.08,0.5,0.95,304,364,371,364,83.52,62.6
0.08,0.5,0.99,304,364,371,364,83.52,59.8
0.08,0.8,-1,316,364,371,364,86.81,145.5
0.08,0.8,0.5,320,364,371,364,87.91,69.2
0.08,0.8,0.8,320,364,371,364,87.91,48.9
0.08,0.8,0.9,320,364,371,364,87.91,41.9
0.08,0.8,0.95,317,364,371,364,87.09,54.8
0.08,0.8,0.99,317,364,371,364,87.09,58.8
0.08,0.9,-1,318,364,371,364,87.36,133.3
0.08,0.9,0.5,321,364,371,364,88.19,44.2
0.08,0.9,0.8,321,364,371,364,88.19,42.3
0.08,0.9,0.9,321,364,371,364,88.19,47.1
0.08,0.9,0.95,318,364,371,364,87.36,77.1
0.08,0.9,0.99,318,364,371,364,87.36,80.6
0.08,0.95,-1,318,364,371,364,87.36,162.9
0.08,0.95,0.5,321,364,371,364,88.19,57.7
0.08,0.95,0.8,321,364,371,364,88.19,52.6
0.08,0.95,0.9,321,364,371,364,88.19,45.2
0.08,0.95,0.95,318,364,371,364,87.36,65.4
0.08,0.95,0.99,318,364,371,364,87.36,62.2
0.08,0.99,-1,319,364,371,364,87.64,212.4
0.08,0.99,0.5,320,364,371,364,87.91,63.3
0.08,0.99,0.8,320,364,371,364,87.91,56.9
0.08,0.99,0.9,320,364,371,364,87.91,54.1
0.08,0.99,0.95,318,364,371,364,87.36,63.5
0.08,0.99,0.99,318,364,371,364,87.36,118.3
0.1,-1,-1,320,364,371,364,87.91,173.9
0.1,-1,0.5,319,364,371,364,87.64,48.4
0.1,-1,0.8,319,364,371,364,87.64,48.8
0.1,-1,0.9,319,364,371,364,87.64,44.0
0.1,-1,0.95,318,364,371,364,87.36,58.5
0.1,-1,0.99,318,364,371,364,87.36,61.6
0.1,0.5,-1,300,364,371,364,82.42,121.6
0.1,0.5,0.5,307,364,371,364,84.34,73.1
0.1,0.5,0.8,307,364,371,364,84.34,71.2
0.1,0.5,0.9,307,364,371,364,84.34,77.5
0.1,0.5,0.95,304,364,371,364,83.52,74.8
0.1,0.5,0.99,304,364,371,364,83.52,55.1
0.1,0.8,-1,316,364,371,364,86.81,143.9
0.1,0.8,0.5,320,364,371,364,87.91,46.8
0.1,0.8,0.8,320,364,371,364,87.91,67.8
0.1,0.8,0.9,320,364,371,364,87.91,63.0
0.1,0.8,0.95,317,364,371,364,87.09,54.8
0.1,0.8,0.99,317,364,371,364,87.09,56.6
0.1,0.9,-1,318,364,371,364,87.36,159.8
0.1,0.9,0.5,320,364,371,364,87.91,44.0
0.1,0.9,0.8,320,364,371,364,87.91,43.4
0.1,0.9,0.9,320,364,371,364,87.91,43.4
0.1,0.9,0.95,318,364,371,364,87.36,74.3
0.1,0.9,0.99,318,364,371,364,87.36,94.8
0.1,0.95,-1,318,364,371,364,87.36,188.1
0.1,0.95,0.5,320,364,371,364,87.91,69.5
0.1,0.95,0.8,320,364,371,364,87.91,65.8
0.1,0.95,0.9,320,364,371,364,87.91,74.0
0.1,0.95,0.95,318,364,371,364,87.36,78.0
0.1,0.95,0.99,318,364,371,364,87.36,63.6
0.1,0.99,-1,319,364,371,364,87.64,180.7
0.1,0.99,0.5,319,364,371,364,87.64,49.3
0.1,0.99,0.8,319,364,371,364,87.64,61.3
0.1,0.99,0.9,319,364,371,364,87.64,59.2
0.1,0.99,0.95,318,364,371,364,87.36,72.4
0.1,0.99,0.99,318,364,371,364,87.36,101.3
0.15,-1,-1,320,364,371,364,87.91,181.1
0.15,-1,0.5,319,364,371,364,87.64,47.5
0.15,-1,0.8,319,364,371,364,87.64,58.2
0.15,-1,0.9,319,364,371,364,87.64,50.4
0.15,-1,0.95,318,364,371,364,87.36,114.1
0.15,-1,0.99,318,364,371,364,87.36,79.0
0.15,0.5,-1,300,364,371,364,82.42,137.6
0.15,0.5,0.5,306,364,371,364,84.07,43.7
0.15,0.5,0.8,306,364,371,364,84.07,44.7
0.15,0.5,0.9,306,364,371,364,84.07,64.6
0.15,0.5,0.95,303,364,371,364,83.24,80.2
0.15,0.5,0.99,303,364,371,364,83.24,58.9
0.15,0.8,-1,316,364,371,364,86.81,142.6
0.15,0.8,0.5,318,364,371,364,87.36,52.8
0.15,0.8,0.8,318,364,371,364,87.36,46.8
0.15,0.8,0.9,318,364,371,364,87.36,56.9
0.15,0.8,0.95,317,364,371,364,87.09,72.6
0.15,0.8,0.99,317,364,371,364,87.09,65.6
0.15,0.9,-1,316,364,371,364,86.81,143.7
0.15,0.9,0.5,319,364,371,364,87.64,45.5
0.15,0.9,0.8,319,364,371,364,87.64,47.4
0.15,0.9,0.9,319,364,371,364,87.64,44.8
0.15,0.9,0.95,318,364,371,364,87.36,58.8
0.15,0.9,0.99,318,364,371,364,87.36,57.6
0.15,0.95,-1,317,364,371,364,87.09,136.3
0.15,0.95,0.5,319,364,371,364,87.64,44.7
0.15,0.95,0.8,319,364,371,364,87.64,43.0
0.15,0.95,0.9,319,364,371,364,87.64,45.4
0.15,0.95,0.95,318,364,371,364,87.36,59.9
0.15,0.95,0.99,318,364,371,364,87.36,57.1
0.15,0.99,-1,318,364,371,364,87.36,138.5
0.15,0.99,0.5,319,364,371,364,87.64,48.8
0.15,0.99,0.8,319,364,371,364,87.64,43.8
0.15,0.99,0.9,319,364,371,364,87.64,46.3
0.15,0.99,0.95,318,364,371,364,87.36,57.3
0.15,0.99,0.99,318,364,371,364,87.36,109.5
0.2,-1,-1,320,364,371,364,87.91,198.4
0.2,-1,0.5,318,364,371,364,87.36,47.2
0.2,-1,0.8,318,364,371,364,87.36,50.7
0.2,-1,0.9,318,364,371,364,87.36,51.4
0.2,-1,0.95,318,364,371,364,87.36,62.9
0.2,-1,0.99,318,364,371,364,87.36,67.7
0.2,0.5,-1,300,364,371,364,82.42,123.0
0.2,0.5,0.5,306,364,371,364,84.07,44.8
0.2,0.5,0.8,306,364,371,364,84.07,41.0
0.2,0.5,0.9,306,364,371,364,84.07,40.2
0.2,0.5,0.95,303,364,371,364,83.24,52.3
0.2,0.5,0.99,303,364,371,364,83.24,79.4
0.2,0.8,-1,313,364,371,364,85.99,139.6
0.2,0.8,0.5,318,364,371,364,87.36,50.9
0.2,0.8,0.8,318,364,371,364,87.36,90.9
0.2,0.8,0.9,318,364,371,364,87.36,115.1
0.2,0.8,0.95,316,364,371,364,86.81,102.0
0.2,0.8,0.99,316,364,371,364,86.81,64.3
0.2,0.9,-1,315,364,371,364,86.54,154.0
0.2,0.9,0.5,319,364,371,364,87.64,47.1
0.2,0.9,0.8,319,364,371,364,87.64,65.3
0.2,0.9,0.9,319,364,371,364,87.64,63.4
0.2,0.9,0.95,317,364,371,364,87.09,58.7
0.2,0.9,0.99,317,364,371,364,87.09,66.7
0.2,0.95,-1,316,364,371,364,86.81,144.2
0.2,0.95,0.5,319,364,371,364,87.64,47.3
0.2,0.95,0.8,319,364,371,364,87.64,46.4
0.2,0.95,0.9,319,364,371,364,87.64,45.5
0.2,0.95,0.95,317,364,371,364,87.09,66.0
0.2,0.95,0.99,317,364,371,364,87.09,115.4
0.2,0.99,-1,318,364,371,364,87.36,236.0
0.2,0.99,0.5,318,364,371,364,87.36,54.2
0.2,0.99,0.8,318,364,371,364,87.36,49.1
0.2,0.99,0.9,318,364,371,364,87.36,46.9
0.2,0.99,0.95,318,364,371,364,87.36,79.1
0.2,0.99,0.99,318,364,371,364,87.36,66.8
0.3,-1,-1,319,364,371,364,87.64,162.1
0.3,-1,0.5,318,364,371,364,87.36,50.3
0.3,-1,0.8,318,364,371,364,87.36,43.2
0.3,-1,0.9,318,364,371,364,87.36,70.9
0.3,-1,0.95,318,364,371,364,87.36,93.1
0.3,-1,0.99,318,364,371,364,87.36,69.2
0.3,0.5,-1,299,364,371,364,82.14,142.4
0.3,0.5,0.5,305,364,371,364,83.79,43.8
0.3,0.5,0.8,305,364,371,364,83.79,45.5
0.3,0.5,0.9,305,364,371,364,83.79,72.5
0.3,0.5,0.95,303,364,371,364,83.24,90.9
0.3,0.5,0.99,303,364,371,364,83.24,70.2
0.3,0.8,-1,309,364,371,364,84.89,168.1
0.3,0.8,0.5,317,364,371,364,87.09,49.4
0.3,0.8,0.8,317,364,371,364,87.09,49.5
0.3,0.8,0.9,317,364,371,364,87.09,56.5
0.3,0.8,0.95,316,364,371,364,86.81,59.9
0.3,0.8,0.99,316,364,371,364,86.81,79.6
0.3,0.9,-1,309,364,371,364,84.89,148.8
0.3,0.9,0.5,318,364,371,364,87.36,49.4
0.3,0.9,0.8,318,364,371,364,87.36,47.3
0.3,0.9,0.9,318,364,371,364,87.36,48.9
0.3,0.9,0.95,317,364,371,364,87.09,66.4
0.3,0.9,0.99,317,364,371,364,87.09,77.9
0.3,0.95,-1,310,364,371,364,85.16,157.6
0.3,0.95,0.5,318,364,371,364,87.36,52.3
0.3,0.95,0.8,318,364,371,364,87.36,58.7
0.3,0.95,0.9,318,364,371,364,87.36,67.2
0.3,0.95,0.95,317,364,371,364,87.09,108.9
0.3,0.95,0.99,317,364,371,364,87.09,107.7
0.3,0.99,-1,317,364,371,364,87.09,187.2
0.3,0.99,0.5,318,364,371,364,87.36,59.7
0.3,0.99,0.8,318,364,371,364,87.36,55.1
0.3,0.99,0.9,318,364,371,364,87.36,57.7
0.3,0.99,0.95,317,364,371,364,87.09,70.2
0.3,0.99,0.99,317,364,371,364,87.09,72.6
0.4,-1,-1,319,364,371,364,87.64,197.3
0.4,-1,0.5,318,364,371,364,87.36,76.4
0.4,-1,0.8,318,364,371,364,87.36,51.3
0.4,-1,0.9,318,364,371,364,87.36,51.9
0.4,-1,0.95,317,364,371,364,87.09,68.9
0.4,-1,0.99,317,364,371,364,87.09,71.5
0.4,0.5,-1,298,364,371,364,81.87,155.5
0.4,0.5,0.5,303,364,371,364,83.24,52.6
0.4,0.5,0.8,303,364,371,364,83.24,48.6
0.4,0.5,0.9,303,364,371,364,83.24,71.4
0.4,0.5,0.95,303,364,371,364,83.24,93.9
0.4,0.5,0.99,303,364,371,364,83.24,69.0
0.4,0.8,-1,308,364,371,364,84.62,162.6
0.4,0.8,0.5,315,364,371,364,86.54,54.9
0.4,0.8,0.8,315,364,371,364,86.54,56.8
0.4,0.8,0.9,315,364,371,364,86.54,60.0
0.4,0.8,0.95,315,364,371,364,86.54,64.3
0.4,0.8,0.99,315,364,371,364,86.54,66.3
0.4,0.9,-1,309,364,371,364,84.89,151.8
0.4,0.9,0.5,317,364,371,364,87.09,65.5
0.4,0.9,0.8,317,364,371,364,87.09,56.4
0.4,0.9,0.9,317,364,371,364,87.09,51.6
0.4,0.9,0.95,316,364,371,364,86.81,61.8
0.4,0.9,0.99,316,364,371,364,86.81,111.8
0.4,0.95,-1,309,364,371,364,84.89,288.5
0.4,0.95,0.5,317,364,371,364,87.09,75.1
0.4,0.95,0.8,317,364,371,364,87.09,48.6
0.4,0.95,0.9,317,364,371,364,87.09,47.2
0.4,0.95,0.95,316,364,371,364,86.81,61.4
0.4,0.95,0.99,316,364,371,364,86.81,58.6
0.4,0.99,-1,315,364,371,364,86.54,146.2
0.4,0.99,0.5,318,364,371,364,87.36,76.1
0.4,0.99,0.8,318,364,371,364,87.36,51.4
0.4,0.99,0.9,318,364,371,364,87.36,48.2
0.4,0.99,0.95,317,364,371,364,87.09,81.5
0.4,0.99,0.99,317,364,371,364,87.09,89.1
