Priority Rank,Suggested Priority,Priority Reason,Class,Module Category,Generated CSV,Todo Status,Class Symbol Status,Y Count,N Count,Partial Count,Open Items,Total Items,Completion Percent,Source,Binding,Class Note
1,High,Already exported in Python with a small remaining API gap,Hyb2OncCamera,Hayabusa2,hayabusa2_hyb2_onc_camera_methods.csv,已转换,Y,5,0,0,0,5,100.00,isis/src/hayabusa2/objs/Hyb2OncCamera/Hyb2OncCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,2026-04-06 已在 bind_mission_cameras.cpp 暴露构造/快门时间/SPICE ID，并补 focused 单测；真实 mission fixture 仍待扩充
1,High,Already exported in Python with a small remaining API gap,Hyb2OncDistortionMap,Hayabusa2,hayabusa2_hyb2_onc_distortion_map_methods.csv,已转换,Y,1,0,0,0,1,100.00,isis/src/hayabusa2/objs/Hyb2OncCamera/Hyb2OncDistortionMap.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,2026-04-06 已在 bind_mission_cameras.cpp 暴露构造/set_focal_plane/set_undistorted_focal_plane，并补 focused 单测
1,High,Already exported in Python with a small remaining API gap,ProcessImportFits,High Level Cube I/O,base_process_import_fits_methods.csv,已转换,Y,7,0,0,0,7,100.00,isis/src/base/objs/ProcessImportFits/ProcessImportFits.h,isis_pybind_standalone/src/bind_high_level_cube_io.cpp,流程/回调接口较多
1,High,Already exported in Python with a small remaining API gap,ProcessImportVicar,High Level Cube I/O,base_process_import_vicar_methods.csv,已转换,Y,2,0,0,0,2,100.00,isis/src/base/objs/ProcessImportVicar/ProcessImportVicar.h,isis_pybind_standalone/src/bind_high_level_cube_io.cpp,流程/回调接口较多
1,High,Already exported in Python with a small remaining API gap,AlphaCube,Low Level Cube I/O,base_alpha_cube_methods.csv,已转换,Y,14,0,0,0,14,100.00,isis/src/base/objs/AlphaCube/AlphaCube.h,isis_pybind_standalone/src/bind_low_level_cube_io.cpp,
1,High,Already exported in Python with a small remaining API gap,BandManager,Low Level Cube I/O,base_band_manager_methods.csv,已转换,Y,3,0,0,0,3,100.00,isis/src/base/objs/BandManager/BandManager.h,isis_pybind_standalone/src/bind_low_level_cube_io.cpp,2026-03-21 已在 bind_low_level_cube_io.cpp 暴露构造与 set_band(...)
1,High,Already exported in Python with a small remaining API gap,Blobber,Low Level Cube I/O,base_blobber_methods.csv,已转换,Y,14,0,0,0,14,100.00,reference/upstream_isis/src/base/objs/Blobber/Blobber.h,src/bind_low_level_cube_io.cpp,2026-04-09 已在 src/bind_low_level_cube_io.cpp 暴露构造/metadata/load/deepcopy/二维索引接口，并顺带补 Cube.read_table()/write(Table) helper；focused 单测在 tests/unitTest/low_level_cube_io_unit_test.py；smoke 已补符号
1,High,Already exported in Python with a small remaining API gap,BoxcarManager,Low Level Cube I/O,base_boxcar_manager_methods.csv,已转换,Y,12,0,0,0,12,100.00,isis/src/base/objs/BoxcarManager/BoxcarManager.h,src/bind_low_level_cube_io.cpp,2026-03-29 已在 bind_low_level_cube_io.cpp 暴露构造函数，继承 BufferManager 迭代方法
1,High,Already exported in Python with a small remaining API gap,Brick,Low Level Cube I/O,base_brick_methods.csv,已转换,Y,10,0,0,0,10,100.00,isis/src/base/objs/Brick/Brick.h,isis_pybind_standalone/src/bind_low_level_cube_io.cpp,需注意内存生命周期与数据视图映射
1,High,Already exported in Python with a small remaining API gap,CubeAttribute,Low Level Cube I/O,base_cube_attribute_methods.csv,已转换,Y,14,0,0,0,14,100.00,reference/upstream_isis/src/base/objs/CubeAttribute/CubeAttribute.h,src/bind_low_level_cube_io.cpp,2026-04-09 已在 src/bind_low_level_cube_io.cpp 暴露 LabelAttachment、CubeAttributeInput、CubeAttributeOutput 与属性字符串 helper，并补 focused 单测与 smoke 覆盖
1,High,Already exported in Python with a small remaining API gap,CubeBsqHandler,Low Level Cube I/O,base_cube_bsq_handler_methods.csv,已转换,Y,3,0,0,0,3,100.00,reference/upstream_isis/src/base/objs/Cube/CubeBsqHandler.h,src/bind_low_level_cube_io.cpp,2026-04-09 已在 src/bind_low_level_cube_io.cpp 通过安全 QFile-owned wrapper 暴露构造/update_labels；focused 单测在 tests/unitTest/low_level_cube_io_unit_test.py；smoke 已补符号
1,High,Already exported in Python with a small remaining API gap,LineManager,Low Level Cube I/O,base_line_manager_methods.csv,已转换,Y,3,0,0,0,3,100.00,isis/src/base/objs/LineManager/LineManager.h,isis_pybind_standalone/src/bind_low_level_cube_io.cpp,
1,High,Already exported in Python with a small remaining API gap,Portal,Low Level Cube I/O,base_portal_methods.csv,已转换,Y,4,0,0,0,4,100.00,isis/src/base/objs/Portal/Portal.h,isis_pybind_standalone/src/bind_low_level_cube_io.cpp,需注意内存生命周期与数据视图映射
1,High,Already exported in Python with a small remaining API gap,SampleManager,Low Level Cube I/O,base_sample_manager_methods.csv,已转换,Y,3,0,0,0,3,100.00,isis/src/base/objs/SampleManager/SampleManager.h,isis_pybind_standalone/src/bind_low_level_cube_io.cpp,
1,High,Already exported in Python with a small remaining API gap,TileManager,Low Level Cube I/O,base_tile_manager_methods.csv,已转换,Y,4,0,0,0,4,100.00,isis/src/base/objs/TileManager/TileManager.h,isis_pybind_standalone/src/bind_low_level_cube_io.cpp,
1,High,Already exported in Python with a small remaining API gap,TrackingTable,Low Level Cube I/O,base_tracking_table_methods.csv,已转换,Y,9,0,0,0,9,100.00,reference/upstream_isis/src/base/objs/TrackingTable/TrackingTable.h,src/bind_low_level_cube_io.cpp,2026-04-09 已在 src/bind_low_level_cube_io.cpp 完成全部公开方法绑定；focused 单测在 tests/unitTest/low_level_cube_io_unit_test.py；smoke 已补符号
1,High,Already exported in Python with a small remaining API gap,LoCameraFiducialMap,Lunar Orbiter,lo_lo_camera_fiducial_map_methods.csv,已转换,Y,1,0,0,0,1,100.00,reference/upstream_isis/src/lo/objs/LoCameraFiducialMap/LoCameraFiducialMap.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,2026-04-07 已在 bind_mission_cameras.cpp 暴露 PvlGroup 构造与 __repr__
1,High,Already exported in Python with a small remaining API gap,LoHighCamera,Lunar Orbiter,lo_lo_high_camera_methods.csv,已转换,Y,6,0,0,0,6,100.00,reference/upstream_isis/src/lo/objs/LoHighCamera/LoHighCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,2026-04-07 已在 bind_mission_cameras.cpp 暴露 Cube 构造、shutter_open_close_times 与 CK/SPK 参考 ID
1,High,Already exported in Python with a small remaining API gap,LoHighDistortionMap,Lunar Orbiter,lo_lo_high_distortion_map_methods.csv,已转换,Y,5,0,0,0,5,100.00,reference/upstream_isis/src/lo/objs/LoHighCamera/LoHighDistortionMap.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,2026-04-07 已在 bind_mission_cameras.cpp 暴露构造、set_distortion 与焦平面正反变换
1,High,Already exported in Python with a small remaining API gap,LoMediumCamera,Lunar Orbiter,lo_lo_medium_camera_methods.csv,已转换,Y,7,0,0,0,7,100.00,reference/upstream_isis/src/lo/objs/LoMediumCamera/LoMediumCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,2026-04-07 已在 bind_mission_cameras.cpp 暴露 Cube 构造、FocalPlaneMapType 枚举、shutter_open_close_times 与 CK/SPK 参考 ID
1,High,Already exported in Python with a small remaining API gap,LoMediumDistortionMap,Lunar Orbiter,lo_lo_medium_distortion_map_methods.csv,已转换,Y,5,0,0,0,5,100.00,reference/upstream_isis/src/lo/objs/LoMediumCamera/LoMediumDistortionMap.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,2026-04-07 已在 bind_mission_cameras.cpp 暴露构造、set_distortion 与焦平面正反变换
1,High,Already exported in Python with a small remaining API gap,LroNarrowAngleDistortionMap,Lunar Reconnaissance Orbiter,lro_lro_narrow_angle_distortion_map_methods.csv,已转换,Y,3,0,0,0,3,100.00,isis/src/lro/objs/LroNarrowAngleCamera/LroNarrowAngleDistortionMap.h,isis_pybind_standalone/src/lro/bind_lro_utilities.cpp,2026-04-06 已在 bind_lro_utilities.cpp 暴露完整构造和失真映射方法
1,High,Already exported in Python with a small remaining API gap,LroWideAngleCameraDistortionMap,Lunar Reconnaissance Orbiter,lro_lro_wide_angle_camera_distortion_map_methods.csv,已转换,Y,3,0,0,0,3,100.00,isis/src/lro/objs/LroWideAngleCamera/LroWideAngleCameraDistortionMap.h,isis_pybind_standalone/src/lro/bind_lro_utilities.cpp,2026-04-06 已在 bind_lro_utilities.cpp 暴露带独立失真映射接口
1,High,Already exported in Python with a small remaining API gap,LroWideAngleCameraFocalPlaneMap,Lunar Reconnaissance Orbiter,lro_lro_wide_angle_camera_focal_plane_map_methods.csv,已转换,Y,3,0,0,0,3,100.00,isis/src/lro/objs/LroWideAngleCamera/LroWideAngleCameraFocalPlaneMap.h,isis_pybind_standalone/src/lro/bind_lro_utilities.cpp,2026-04-06 已在 bind_lro_utilities.cpp 暴露带独立焦平面映射接口
1,High,Already exported in Python with a small remaining API gap,Mariner10Camera,Mariner,mariner_mariner10_camera_methods.csv,已转换,Y,6,0,0,0,6,100.00,reference/upstream_isis/src/mariner/objs/Mariner10Camera/Mariner10Camera.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 已在 bind_mission_cameras.cpp 暴露 Cube 构造、shutter_open_close_times 与 CK/SPK 参考 ID；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,HrscCamera,Mars Express,mex_hrsc_camera_methods.csv,已转换,Y,5,0,0,0,5,100.00,isis/src/mex/objs/HrscCamera/HrscCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-06 已在 bind_mission_cameras.cpp 暴露 Cube 构造与 ck_frame_id/ck_reference_id/spk_reference_id；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,MexHrscSrcCamera,Mars Express,mex_mex_hrsc_src_camera_methods.csv,已转换,Y,6,0,0,0,6,100.00,isis/src/mex/objs/MexHrscSrcCamera/MexHrscSrcCamera.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-06 已在 bind_mission_cameras.cpp 暴露 Cube 构造、shutter_open_close_times 与 ck_frame_id/ck_reference_id/spk_reference_id；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,MocLabels,Mars Global Surveyor,mgs_moc_labels_methods.csv,已转换,Y,21,0,0,0,21,100.00,isis/src/mgs/objs/MocLabels/MocLabels.h,isis_pybind_standalone/src/mgs/bind_mgs_utilities.cpp,2026-04-05 已在 src/mgs/bind_mgs_utilities.cpp 暴露全部公共方法（构造函数、相机类型查询、求和模式、检测器/样本转换）
1,High,Already exported in Python with a small remaining API gap,MocNarrowAngleSumming,Mars Global Surveyor,mgs_moc_narrow_angle_summing_methods.csv,已转换,Y,3,0,0,0,3,100.00,isis/src/mgs/objs/MocNarrowAngleSumming/MocNarrowAngleSumming.h,src/mgs/bind_mgs_utilities.cpp,2026-04-05 已在 src/mgs/bind_mgs_utilities.cpp 暴露全部方法（构造函数、detector、sample）
1,High,Already exported in Python with a small remaining API gap,MocWideAngleDetectorMap,Mars Global Surveyor,mgs_moc_wide_angle_detector_map_methods.csv,已转换,Y,4,0,0,0,4,100.00,isis/src/mgs/objs/MocWideAngleCamera/MocWideAngleDetectorMap.h,isis_pybind_standalone/src/mgs/bind_mgs_utilities.cpp,2026-04-05 已在 src/mgs/bind_mgs_utilities.cpp 暴露构造函数与 set_parent/set_detector 方法，继承自 LineScanCameraDetectorMap
1,High,Already exported in Python with a small remaining API gap,MocWideAngleDistortionMap,Mars Global Surveyor,mgs_moc_wide_angle_distortion_map_methods.csv,已转换,Y,3,0,0,0,3,100.00,isis/src/mgs/objs/MocWideAngleCamera/MocWideAngleDistortionMap.h,isis_pybind_standalone/src/mgs/bind_mgs_utilities.cpp,2026-04-05 已在 src/mgs/bind_mgs_utilities.cpp 暴露构造函数与 set_focal_plane/set_undistorted_focal_plane 方法，继承自 CameraDistortionMap
1,High,Already exported in Python with a small remaining API gap,ThemisIrCamera,Mars Odyssey,odyssey_themis_ir_camera_methods.csv,已转换,Y,7,0,0,0,7,100.00,reference/upstream_isis/src/odyssey/objs/ThemisIrCamera/ThemisIrCamera.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 已在 bind_mission_cameras.cpp 暴露 Cube 构造、set_band/is_band_independent 与 CK/SPK 参考 ID；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,ThemisIrDistortionMap,Mars Odyssey,odyssey_themis_ir_distortion_map_methods.csv,已转换,Y,5,0,0,0,5,100.00,reference/upstream_isis/src/odyssey/objs/ThemisIrCamera/ThemisIrDistortionMap.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 已在 bind_mission_cameras.cpp 暴露构造、set_band 与焦平面正反变换；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,ThemisVisCamera,Mars Odyssey,odyssey_themis_vis_camera_methods.csv,已转换,Y,8,0,0,0,8,100.00,reference/upstream_isis/src/odyssey/objs/ThemisVisCamera/ThemisVisCamera.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 已在 bind_mission_cameras.cpp 暴露 Cube 构造、set_band/band_ephemeris_time_offset/is_band_independent 与 CK/SPK 参考 ID；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,ThemisVisDistortionMap,Mars Odyssey,odyssey_themis_vis_distortion_map_methods.csv,已转换,Y,4,0,0,0,4,100.00,reference/upstream_isis/src/odyssey/objs/ThemisVisCamera/ThemisVisDistortionMap.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 已在 bind_mission_cameras.cpp 暴露构造与焦平面正反变换；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,BasisFunction,Math,base_basis_function_methods.csv,已转换,Y,11,0,0,0,11,100.00,isis/src/base/objs/BasisFunction/BasisFunction.h,isis_pybind_standalone/src/base/bind_base_math.cpp,2026-03-25 已在 bind_base_math.cpp 暴露三参构造/系数/求值接口
1,High,Already exported in Python with a small remaining API gap,CubeInfixToPostfix,Math,base_cube_infix_to_postfix_methods.csv,已转换,Y,2,0,0,0,2,100.00,isis/src/base/objs/CubeInfixToPostfix/CubeInfixToPostfix.h,isis_pybind_standalone/src/base/bind_base_math.cpp,2026-03-26 已在 bind_base_math.cpp 暴露构造与继承的 convert/tokenize_equation 接口
1,High,Already exported in Python with a small remaining API gap,InfixToPostfix,Math,base_infix_to_postfix_methods.csv,已转换,Y,4,0,0,0,4,100.00,isis/src/base/objs/InfixToPostfix/InfixToPostfix.h,isis_pybind_standalone/src/base/bind_base_math.cpp,2026-03-26 已在 bind_base_math.cpp 暴露构造/convert/tokenize_equation 接口
1,High,Already exported in Python with a small remaining API gap,InlineInfixToPostfix,Math,base_inline_infix_to_postfix_methods.csv,已转换,Y,2,0,0,0,2,100.00,isis/src/base/objs/InlineInfixToPostfix/InlineInfixToPostfix.h,isis_pybind_standalone/src/base/bind_base_math.cpp,2026-03-26 已在 bind_base_math.cpp 暴露构造与继承的 convert/tokenize_equation 接口
1,High,Already exported in Python with a small remaining API gap,LeastSquares,Math,base_least_squares_methods.csv,已转换,Y,20,0,0,0,20,100.00,isis/src/base/objs/LeastSquares/LeastSquares.h,isis_pybind_standalone/src/base/bind_base_math.cpp,2026-03-26 已在 bind_base_math.cpp 暴露构造/数据输入/求解/残差/配置接口并补充单测
1,High,Already exported in Python with a small remaining API gap,NthOrderPolynomial,Math,base_nth_order_polynomial_methods.csv,已转换,Y,3,0,0,0,3,100.00,isis/src/base/objs/NthOrderPolynomial/NthOrderPolynomial.h,src/base/bind_base_math.cpp,2026-03-29 已在 bind_base_math.cpp 暴露 NthOrderPolynomial(degree) 与 expand(...)
1,High,Already exported in Python with a small remaining API gap,NumericalAtmosApprox,Math,base_numerical_atmos_approx_methods.csv,已转换,Y,7,0,0,0,7,100.00,reference/upstream_isis/src/base/objs/AtmosModel/NumericalAtmosApprox.h,src/base/bind_base_photometry.cpp,2026-04-09 已在 src/base/bind_base_photometry.cpp 暴露 NumericalAtmosApprox、InterpType/IntegFunc 与积分 helper；focused 单测在 tests/unitTest/atmos_model_factory_unit_test.py；smoke 已补符号
1,High,Already exported in Python with a small remaining API gap,PolynomialBivariate,Math,base_polynomial_bivariate_methods.csv,已转换,Y,3,0,0,0,3,100.00,isis/src/base/objs/PolynomialBivariate/PolynomialBivariate.h,isis_pybind_standalone/src/base/bind_base_math.cpp,2026-03-26 已在 bind_base_math.cpp 暴露构造/expand 接口并补充单测
1,High,Already exported in Python with a small remaining API gap,PolynomialUnivariate,Math,base_polynomial_univariate_methods.csv,已转换,Y,5,0,0,0,5,100.00,isis/src/base/objs/PolynomialUnivariate/PolynomialUnivariate.h,isis_pybind_standalone/src/base/bind_base_math.cpp,2026-03-26 已在 bind_base_math.cpp 暴露构造/expand/derivative 接口并补充单测
1,High,Already exported in Python with a small remaining API gap,Ransac,Math,base_ransac_methods.csv,已转换,Y,9,0,0,0,9,100.00,reference/upstream_isis/src/base/objs/Ransac/Ransac.h,src/base/bind_base_math.cpp,2026-04-09 已在 src/base/bind_base_math.cpp 以 `ip.Ransac` 子模块暴露全部 free-function helper，并补 focused 单测与 smoke 覆盖
1,High,Already exported in Python with a small remaining API gap,SurfaceModel,Math,base_surface_model_methods.csv,已转换,Y,8,0,0,0,8,100.00,reference/upstream_isis/src/base/objs/SurfaceModel/SurfaceModel.h,src/base/bind_base_math.cpp,2026-04-09 已在 src/base/bind_base_math.cpp 完成全部公开方法绑定；focused 单测追加在 tests/unitTest/math_unit_test.py；smoke 已补符号
1,High,Already exported in Python with a small remaining API gap,TaylorCameraDistortionMap,Messenger,messenger_taylor_camera_distortion_map_methods.csv,已转换,Y,4,0,0,0,4,100.00,reference/upstream_isis/src/messenger/objs/MdisCamera/TaylorCameraDistortionMap.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 已在 bind_mission_cameras.cpp 暴露构造、set_distortion 与焦平面正反变换；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,NewHorizonsLeisaCamera,New Horizons,newhorizons_new_horizons_leisa_camera_methods.csv,已转换,Y,7,0,0,0,7,100.00,reference/upstream_isis/src/newhorizons/objs/NewHorizonsLeisaCamera/NewHorizonsLeisaCamera.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 已在 bind_mission_cameras.cpp 暴露 Cube 构造、set_band/is_band_independent 与 CK/SPK 参考 ID；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,NewHorizonsLorriCamera,New Horizons,newhorizons_new_horizons_lorri_camera_methods.csv,已转换,Y,6,0,0,0,6,100.00,reference/upstream_isis/src/newhorizons/objs/NewHorizonsLorriCamera/NewHorizonsLorriCamera.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 已在 bind_mission_cameras.cpp 暴露 Cube 构造、shutter_open_close_times 与 CK/SPK 参考 ID；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,NewHorizonsLorriDistortionMap,New Horizons,newhorizons_new_horizons_lorri_distortion_map_methods.csv,已转换,Y,3,0,0,0,3,100.00,reference/upstream_isis/src/newhorizons/objs/NewHorizonsLorriCamera/NewHorizonsLorriDistortionMap.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 已在 bind_mission_cameras.cpp 暴露构造与焦平面正反变换；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,NewHorizonsMvicFrameCamera,New Horizons,newhorizons_new_horizons_mvic_frame_camera_methods.csv,已转换,Y,7,0,0,0,7,100.00,reference/upstream_isis/src/newhorizons/objs/NewHorizonsMvicFrameCamera/NewHorizonsMvicFrameCamera.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 已在 bind_mission_cameras.cpp 暴露 Cube 构造、set_band/shutter_open_close_times 与 CK/SPK 参考 ID；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,NewHorizonsMvicTdiCamera,New Horizons,newhorizons_new_horizons_mvic_tdi_camera_methods.csv,已转换,Y,5,0,0,0,5,100.00,reference/upstream_isis/src/newhorizons/objs/NewHorizonsMvicTdiCamera/NewHorizonsMvicTdiCamera.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 已在 bind_mission_cameras.cpp 暴露 Cube 构造与 CK/SPK 参考 ID；上游未单独定义 shutter_open_close_times；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,NewHorizonsMvicTdiCameraDistortionMap,New Horizons,newhorizons_new_horizons_mvic_tdi_camera_distortion_map_methods.csv,已转换,Y,3,0,0,0,3,100.00,reference/upstream_isis/src/newhorizons/objs/NewHorizonsMvicTdiCamera/NewHorizonsMvicTdiCameraDistortionMap.h,src/mission/bind_mission_cameras.cpp,"2026-04-07 已在 bind_mission_cameras.cpp 暴露构造与焦平面正反变换；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
1,High,Already exported in Python with a small remaining API gap,OsirisRexDistortionMap,OSIRIS-REx,osirisrex_osiris_rex_distortion_map_methods.csv,已转换,Y,1,0,0,0,1,100.00,isis/src/osirisrex/objs/OsirisRexOcamsCamera/OsirisRexDistortionMap.h,isis_pybind_standalone/src/mission/bind_mission_cameras.cpp,"2026-04-07 已在 bind_mission_cameras.cpp 暴露构造函数与失真映射方法；亦属 Spice, Instruments, and Cameras 相关类；相机模型/Spice 依赖"
